,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,College,Fresh,Soph,Junior,Senior,Non-Degree,Total Undergrad.,Non-Degree,Prof. Cert.,Master's,Specialist,Doctoral,Total Grad.,Total Univ.
College of Education,13.1101,000825,HIGHER EDU/STUDENT PERSONNEL ,,,,,,0,,,44,,,44, 44 ,,,,,,,,,,,,,,,,,
College of Education,13.1101,000826,COUNS EDU-MENTAL HEALTH ,,,,,,0,,,95,,,95, 95 ,,,,,,,,,,,,,,,,,
College of Education,13.1101,000860,COUNS EDU-SCHOOL COUNS/GUID ,,,,,,0,1,,62,,,63, 63 ,,,,,,,,,,,,,,,,,
College of Education,13.1101,GC0811,COUNSELOR EDU- PLAY THERAPY ,,,,,,0,,5,,,,5, 5 ,,,,,,,,,,,,,,,,,
College of Education,13.1101,GC0812,COUNS ED-MARRIAGE/FAM THERAPY ,,,,,,0,1,8,,,,9, 9 ,,,,,,,,,,,,,,,,,
College of Education,13.1101,GC0813,CAREER COUNSELING ,,,,,,0,,4,,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Education,13.1202,000802,ELEMENTARY EDUCATION (GENERAL),,8,226,594,,828,2,,163,,,165, 993 ,,,,,,,,,,,,,,,,,
College of Education,13.1202,000803,ELEMENTARY EDU-MATH EDU ,,,,,,0,,,1,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000801,EARLY CHILDHOOD EDUCATION ,,5,49,139,,193,1,,23,,,24, 217 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000861,EARLY CHILDHOOD ED-ED LEADSHIP,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000862,EARLY CHILDHOOD ED-EARLY LTRCY,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000864,EARLY CHILDHOOD ED-PRE-K HANDI,,,,,,0,,,1,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000865,EARLY CHILDHOOD ED-INITIAL CER,,,,,,0,,,12,,,12, 12 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000866,EARLY CHILDHOOD ED-ADD-ON CERT,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Education,13.1210,000899,EDUC REQ NOT MET ,262,351,417,177,,1207,,,,,,0," 1,207 ",,,,,,,,,,,,,,,,,
College of Education,13.1299,000887,K-8 MATH & SCIENCE EDUCATION ,,,,,,0,,,12,,,12, 12 ,,,,,,,,,,,,,,,,,
College of Education,13.1302,000831,ART EDUCATION ,,,7,36,,43,,,25,,,25, 68 ,,,,,,,,,,,,,,,,,
College of Education,13.1305,000848,ENGLISH LANGUAGE ARTS EDU ,,3,18,49,,70,2,,29,,,31, 101 ,,,,,,,,,,,,,,,,,
College of Education,13.1305,000882,ENG LANG ARTS EDU-COM COL TCH ,,,,,,0,,,2,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Education,13.1305,GC0848,ENG LANG-TEACHING WRITING K-12,,,,,,0,,5,,,,5, 5 ,,,,,,,,,,,,,,,,,
College of Education,13.1306,000842,FOREIGN LANGUAGE EDU-FRENCH ,,,,1,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1306,000843,FOREIGN LANGUAGE EDU-SPANISH ,,,3,5,,8,,,,,,0, 8 ,,,,,,,,,,,,,,,,,
College of Education,13.1311,000833,MATHEMATICS EDUCATION ,,1,16,40,,57,,,30,,,30, 87 ,,,,,,,,,,,,,,,,,
College of Education,13.1311,000883,MATH EDU-COMM COL TEACHING ,,,,,,0,,,4,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Education,13.1311,000888,MATH EDU MA-MIDDLE SCH MATH ,,,,,,0,,,6,,,6, 6 ,,,,,,,,,,,,,,,,,
College of Education,13.1312,000832,MUSIC EDUCATION ,,,,,,0,,,29,,,29, 29 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000835,PHYSICAL EDUCATION ,,,,,,0,,,2,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000836,PHYSICAL EDUCATION-K-8&6-12 ,,1,14,47,,62,,,,,,0, 62 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000846,PHYSICAL EDUCATION-K-8 ,,,,6,,6,,,,,,0, 6 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000854,PHYSICAL EDU-EXERCISE PHYS/WEL,,,,,,0,,,16,,,16, 16 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000857,PHYSICAL ED(MA)-TEACH PHY EDU ,,,,,,0,,,5,,,5, 5 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000858,PHYSICAL EDU(MA)-CAREER ENHAN ,,,,,,0,,,19,,,19, 19 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,000880,SPORTS AND FITNESS ,3,7,11,18,,39,,,,,,0, 39 ,,,,,,,,,,,,,,,,,
College of Education,13.1314,GC0835,PHYSICAL ED-SPORTS LEADERSHIP ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Education,13.1315,000830,READING SPECIALIST ,,,,,,0,1,,39,,,40, 40 ,,,,,,,,,,,,,,,,,
College of Education,13.1315,GC0830,READING EDUCATION ,,,,,,0,,22,,,,22, 22 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000834,SCIENCE EDUCATION ,,,,,,0,,,6,,,6, 6 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000849,SCIENCE EDU-BIOLOGY ,,1,4,25,,30,1,,9,,,10, 40 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000850,SCIENCE EDU-CHEMISTRY ,,,2,2,,4,,,1,,,1, 5 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000851,SCIENCE EDU-PHYSICS ,,,1,3,,4,,,1,,,1, 5 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000885,SCIENCE EDU-COMM COL TEACHING ,,,,,,0,,,1,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1316,000889,SCI EDU MA-MIDDLE SCH SCIENCE ,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Education,13.1317,000855,SOCIAL SCIENCE EDUCATION ,,1,25,60,,86,2,,25,,,27, 113 ,,,,,,,,,,,,,,,,,
College of Education,13.1317,000886,SOCIAL SCI EDU-COMM COL TCH ,,,,,,0,,,4,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000837,VOED/IND-HEALTH OCC EDU ,,,,,,0,1,,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000839,VOCATIONAL EDUCATION ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000840,VOED/IND-IND TECH OCC EDU ,,,,2,,2,,,,,,0, 2 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000844,VOED/IND-BUSINESS EDU ,,,,1,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000856,VOC EDU & INDUSTRY TRAINING ,,,2,2,,4,,,,,,0, 4 ,,,,,,,,,,,,,,,,,
College of Education,13.1320,000859,VOC EDU/INDU TRAIN - NON CERT ,,,,8,,8,,,,,,0, 8 ,,,,,,,,,,,,,,,,,
College of Education,13.9999,000897,UND MAJOR (COL OF EDUC) ,,,,,,0,169,,,,,169, 169 ,,,,,,,,,,,,,,,,,
College of Education,42.1701,002015,SCHOOL PSYCHOLOGY ,,,,,,0,,,,49,,49, 49 ,,,,,,,,,,,,,,,,,
College of Education,42.1701,002016,SCHOOL PSYCHOLOGY-SCH COUNSEL ,,,,,,0,,,,8,,8, 8 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,11.0101,000701,COMPUTER SCIENCE ,166,124,198,286,,774,2,,107,,119,228," 1,002 ",,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,11.0103,000703,INFORMATION TECHNOLOGY ,27,43,108,199,,377,,,,,,0, 377 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000901,ENGINEERING ,,,,,,0,,,18,,,18, 18 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000926,CE-WATER RESOURCES ,,,,,,0,,,10,,,10, 10 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000928,CE-STRUCTURES & FOUNDATIONS ,,,,,,0,,,13,,,13, 13 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000930,CE-TRANSPORTATION SYSTEMS ,,,,,,0,,,18,,,18, 18 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000931,ENVE-ENVIRONMENTAL SCIENCES ,,,,,,0,,,1,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000940,IE-PRECISION ENGR & MANUFACT ,,,,,,0,,,2,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000942,IE-MANUFACTURING ENGINEERING ,,,,,,0,,,19,,,19, 19 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000944,IE-ENGINEERING MANAGEMENT ,,,,,,0,2,,68,,,70, 70 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000945,IE-HUMAN ENGINEERING/ERGONOMIC,,,,,,0,,,8,,,8, 8 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000946,IE-OPERATIONS RESEARCH ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000948,IE-QUALITY ENGINEERING ,,,,,,0,,,8,,,8, 8 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000950,IE-INTERAC SIMULA & TRAIN SYS ,,,,,,0,,,9,,,9, 9 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000952,IE-SIMULATION SYSTEMS/MODELING,,,,,,0,,,4,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000956,COMPE-DIGITAL SYSTEMS ,,,,,,0,,,10,,,10, 10 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0101,000957,COMPE-COMPUTER ARCHITECTURE ,,,,,,0,,,10,,,10, 10 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0201,000902,AEROSPACE ENGINEERING ,71,63,45,88,,267,,,14,,,14, 281 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0201,000904,THERMOFLU AERODYNAMIC SYS DESG,,,,,,0,,,2,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0801,000908,CIVIL ENGINEERING ,77,94,95,188,,454,,,6,,20,26, 480 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0801,000916,CE-STRUCTURAL & GEOTECH ENGR ,,,,,,0,,,6,,,6, 6 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0801,000917,CE-TRANSPORTATION ENGR ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0801,000918,CE-WATER RESOURCES ENGR ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0801,GC0906,STRUCTURAL ENGINEERING ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0901,000960,COMPE-SOFTWARE ENGINEERING ,,,,,,0,,,25,,,25, 25 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0901,000961,COMPE-KNOWLEDGE-BASED SYSTEMS ,,,,,,0,,,8,,,8, 8 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0901,000998,COMPUTER ENGINEERING ,150,104,133,205,,592,,,18,,44,62, 654 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.0901,GC0977,SOFTWARE-INTENSIVE SYSTEMS ,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000909,ELECTRICAL ENGINEERING ,55,59,78,228,,420,,,12,,104,116, 536 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000954,EE-DIGITAL SIGNAL PROCESSING ,,,,,,0,,,13,,,13, 13 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000962,EE-COMMUNICATIONS ,,,,,,0,,,22,,,22, 22 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000964,EE-CONTROLS ,,,,,,0,,,16,,,16, 16 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000966,EE-ELECTRONICS ,,,,,,0,,,10,,,10, 10 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000968,EE-ELECTROMAGNETICS ,,,,,,0,,,6,,,6, 6 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000970,EE-MICROELECTRONICS ,,,,,,0,,,15,,,15, 15 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000972,EE-ELECTRO-OPTICS ,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,000973,EE-VLSI DESIGN ,,,,,,0,,,1,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1001,GC0976,ELECTRONICS CIRCUITS ,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1401,000922,ENVIRONMENTAL ENGINEERING ,3,13,15,49,,80,,,21,,16,37, 117 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1801,000915,MATERIALS SCIENCE & ENGR ,,,,,,0,,,20,,21,41, 41 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000910,MECHANICAL ENGINEERING ,117,85,118,208,,528,1,,12,,38,51, 579 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000933,ME-MINIATURE ENG SYSTEMS ,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000934,ME-MECHANICAL SYSTEMS ,,,,,,0,,,12,,,12, 12 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000936,ME-THERMO-FLUIDS ,,,,,,0,1,,14,,,15, 15 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000937,ME-PROFESSIONAL ,,,,,,0,,,5,,,5, 5 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.1901,000939,ME-COMPUTER AIDED MECH ENGR ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,000913,INDUSTRIAL ENGINEERING ,15,34,40,62,,151,,,5,,91,96, 247 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0983,PROJECT ENGINEERING ,,,,,,0,,16,,,,16, 16 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0984,APPLIED OPERATIONS RESEARCH ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0986,QUALITY ASSURANCE ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0987,TRAINING SIMULATION ,,,,,,0,,7,,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0989,INDUSTRIAL ERGONOMICS & SAFETY,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.3501,GC0993,SYSTEMS SIMULATION FOR ENGRS ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,14.9999,000999,ENGR PENDING ,99,38,20,5,,162,,,,,,0, 162 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0303,000971,EET-INFORMATION SYS TECHNOLOGY,1,3,6,36,,46,,,,,,0, 46 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0303,000980,ELECTRICAL ENGR TECH-ELEC SYS ,4,5,13,54,,76,,,,,,0, 76 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0303,000983,ELCTR ENG TECH-EET(AS TO BS) ,,,,5,,5,,,,,,0, 5 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0303,000994,ELECTRICAL ENGR TECH-INFO SYS ,2,3,7,21,,33,,,,,,0, 33 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0899,000985,ENGINEERING TECH-OPERATIONS ,2,2,9,20,,33,,,,,,0, 33 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0899,000986,ENG TECH-ET SPACE SCIENCE TECH,3,6,8,4,,21,,,,,,0, 21 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.0899,000991,ENGINEERING TECH-DESIGN ,11,8,20,41,,80,,,,,,0, 80 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.1202,000987,INFORMATION SYS TECH(AS TO BS),,,,1,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,15.1202,000993,INFORMATION SYSTEMS TECHNOLOGY,2,3,29,77,,111,,,,,,0, 111 ,,,,,,,,,,,,,,,,,
College of Engineering & Computer Science,30.0601,000951,MODELING AND SIMULATION ,,,,,,0,,,3,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,22.0302,002197,LEGAL STUDIES ,68,87,208,267,,630,,,,,,0, 630 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,22.0302,002197,LEGAL STUDIES ,,,,,,0,1,,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,26.0503,000411,MOLECULAR BIOLOGY/MICROBIOLOGY,233,192,184,272,1,882,,,,,,0, 882 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,26.0503,000411,MOLECULAR BIOLOGY/MICROBIOLOGY,,,,,,0,,,30,,,30, 30 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,002105,CRIMINAL JUSTICE ,114,137,331,366,,948,,,,,,0, 948 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,002105,CRIMINAL JUSTICE ,,,,,,0,2,,221,,,223, 223 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,GC1302,VICTIM ASSISTANCE ,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,GC2105,CRIME ANALYSIS ,,,,,,0,,4,,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,GC2109,POLICE LEADERSHIP ,,,,,,0,,3,,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,GC2110,JUVENILE JUSTICE LEADERSHIP ,,,,,,0,,2,,,,2, 2 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,43.0104,UC2108,CRIMINAL J-CRIMINAL PROFILING ,,3,1,,,4,,,,,,0, 4 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,002102,PUBLIC ADMINISTRATION ,6,14,47,79,,146,,,,,,0, 146 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,002102,PUBLIC ADMINISTRATION ,,,,,,0,5,,173,,,178, 178 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,GC2101,URBAN & REGIONAL PLANNING ,,,,,,0,,7,,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,GC2102,PUBLIC ADMINISTRATION ,,,,,,0,,14,,,,14, 14 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,GC2103,NONPROFIT MANAGEMENT ,,,,,,0,,11,,,,11, 11 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0401,UC2103,NONPROFIT MANAGEMENT ,,,,1,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0701,002104,SOCIAL WORK ,,,22,118,,140,,,,,,0, 140 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0701,002104,SOCIAL WORK ,,,,,,0,1,,212,,,213, 213 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0701,GC2106,SOCIAL WORK-ADDICTIONS ,,,,,,0,1,2,,,,3, 3 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0701,GC2195,AGING STUDIES ,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.0701,UC2195,AGING STUDIES ,,,1,,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.9999,002190,PUBLIC AFFAIRS ,,,,,,0,,,,,60,60, 60 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,44.9999,002199,SOC WORK PENDING ,5,13,40,11,,69,,,,,,0, 69 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0000,001202,HEALTH SCIENCES ,14,35,40,35,,124,,,,,,0, 124 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0000,001202,HEALTH SCIENCES ,,,,,,0,1,,3,,,4, 4 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0000,001213,HEALTH SCI-ATHLETIC TRAINING ,,,20,33,,53,,,,,,0, 53 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0000,001218,HEALTH SCI - HEALTH SERV ADMIN,,,,,,0,,,134,,,134, 134 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0000,001291,ATHLETIC TRAINING PENDING ,101,45,34,8,,188,,,,,,0, 188 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0204,001220,COMMUNICATIVE DISORDERS ,23,49,141,158,,371,,,,,,0, 371 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0204,001220,COMMUNICATIVE DISORDERS ,,,,,,0,1,,158,,,159, 159 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0204,001221,COMMUNICATIVE DISORDERS ,,,,,,0,,,22,,,22, 22 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0204,UC1300,AMERICAN SIGN LANGUAGE ,,1,,1,,2,,,,,,0, 2 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0701,001204,HEALTH SERVICES ADMINISTRATION,16,39,109,198,,362,,,,,,0, 362 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0706,001215,HEALTH INFORMATION MANAGEMENT ,,,4,32,,36,,,,,,0, 36 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0907,001225,RADIOLOGIC SCIENCES ,,,7,21,,28,,,,,,0, 28 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0907,001226,RADIOLOGICAL SCI- (AS TO BS) ,,,,8,,8,,,,,,0, 8 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0908,001273,CARDIOPULMONARY SCIENCES ,,,6,50,,56,,,,,,0, 56 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.0908,001292,CARDIOPULMONARY SCI PENDING ,7,10,13,5,,35,,,,,,0, 35 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1005,001223,MEDICAL LABORATORY SCIENCES ,,,2,23,,25,,,,,,0, 25 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001203,NURSING ,,,70,198,1,269,,,,,,0, 269 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001205,NURSING-RN-BSN ,,,4,96,,100,,,,,,0, 100 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001206,NURSING-NURSING LDR & MGMT ,,,,,,0,,,26,,,26, 26 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001207,NURSING-LDR & MGMT RN-MSN ,,,,2,,2,,,,,,0, 2 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001208,NURSING-NURSING NP/CNS-RN-MSN ,,,1,13,,14,,,,,,0, 14 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001209,NURSING-FAMILY PRACTITIONER ,,,,,,0,,,87,,,87, 87 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001210,NURSING-ADULT NURSE PRACT ,,,,,,0,,,22,,,22, 22 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001216,NURSING-CLINICAL NURSE SPEC ,,,,,,0,,,7,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001217,NURSING-PEDIATRIC NURSE PRACT ,,,,,,0,,,24,,,24, 24 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001228,NURSING-NURSING-(AS/BS) PEND ,,,,1,,1,,,,,,0, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001230,NURSING-NURSING (AS TO BS) ,,,1,4,,5,,,,,,0, 5 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001231,NURSING-SECOND DEGREE BSN ,,,,34,,34,,,,,,0, 34 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001298,NURSING PENDING ,158,181,130,126,,595,,,,,,0, 595 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,001298,NURSING PENDING ,,,,,,0,18,,,,,18, 18 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,GC1203,NURSING & HEALTH PROF EDU ,,,,,,0,,5,,,,5, 5 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,GC1209,NURSING-FAMILY PRACTITIONER ,,,,,,0,,11,,,,11, 11 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,GC1210,NURSING-ADULT NURSE PRACT ,,,,,,0,,7,,,,7, 7 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1601,GC1217,PEDIATRIC NURSE PRACTITIONER ,,,,,,0,,1,,,,1, 1 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.1608,001219,NURSING ,,,,,,0,,,,,10,10, 10 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.2308,001212,PHYSICAL THERAPY ,,,,,,0,,,49,,,49, 49 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.9999,001293,MEDICAL LABORATORY SCI PENDING,7,5,4,4,,20,,,,,,0, 20 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.9999,001294,HEALTH INFORMATION MGMT PEND ,5,4,5,5,,19,,,,,,0, 19 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.9999,001295,RADIOLOGIC SCIENCES PENDING ,27,27,32,12,,98,,,,,,0, 98 ,,,,,,,,,,,,,,,,,
College of Health & Public Affairs,51.9999,001296,UND MAJOR (HEALTH & PUB AFF) ,7,7,8,2,,24,,,,,,0, 24 ,,,,,,,,,,,,,,,,,
Rosen School of Hospitality Management,52.0901,003000,HOSPITALITY MANAGEMENT ,113,182,298,271,,864,,,,,,0, 864 ,,,,,,,,,,,,,,,,,
Rosen School of Hospitality Management,52.0901,003001,HOSPITALITY-GENERALIST ,,,,47,,47,,,,,,0, 47 ,,,,,,,,,,,,,,,,,
